地点,价格,照片,各性描述,屋内情况,不适宜,适宜,房东姓名,房东性别,综合分数,整洁卫生,描述相符,交通位置,安全程度,性价比
北京市海淀区复兴路61号院,389,31,Hi~欢迎选择青青的家！我来自东北，性格开朗、热情；这是经过我精心布置的美美小屋，适合旅行、出差、求医、短期培训的您！^_^希望我们能够成为朋友，并希望我的小屋能给您的旅途留下美好的记忆。小区正门是复兴路，紧临长安街，打车和开车进来都很方便。出门口左拐300米是公交站，去301医院只需要2站地（1300米）、步行只需要15-20分钟；走300米是地铁万寿路站；如果逛街的话天安门、王府井、西单、八角游乐园，都是一条线不需要换乘。小区西门出来就是超市发超市，附近凯德晶品商场。走路十分钟内就可到光彩明天儿童眼科医院。西门出来超市发门口就有32路公交直达空军总医院(坐3站地走路15分钟)当然更多出行路线可随时咨询我。,我为您准备了舒适整洁的纯棉四件套，祝您入住期间好梦香甜！！小屋朝阳，全天阳光、内配有WIFI、电视，尽请享用。厨房里为您提供餐具厨具冰箱您可自由搭配美食，创造温馨家居生活！浴室24小时热水，您随时可以使用，为您免费提供洗发水，沐浴乳。（考虑到您的卫生和生活习惯，毛巾、牙膏、牙刷、护肤品等洗漱用品还请自带）,电梯停车位浴缸牙具毛巾允许吸烟允许聚会允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视门禁系统洗衣机冰箱饮水设备暖气有线网络拖鞋手纸浴液 洗发水香皂允许做饭,绿竹青青,Man,4.9分,暂无,暂无,暂无,暂无,暂无
北京市朝阳区柏林爱乐小区3期5号楼,340,25,"亲爱的朋友们，非常高兴你能看到我们的房子，我们是一对刚刚转型做民俗的夫妻，我们爱生活，爱旅行，爱运动，爱结交朋友，通过旅行我们发现小猪为我们这些喜欢民俗的旅行者，提供了更快融入一个城市的方式，让我们认识更多朋友，也让我们在旅行中，也能像在家一样舒适，放松，自在，温暖，所以认识到小猪是一种生活方式，也真正理解到分享经济的可行性，所以我们通过小猪分享自己的家，认识更多的朋友，不论你是谁，从哪里来，到这里希望你能如亲人家一样的开心，快乐。友情提示：本人就住在房子附近，如果需要什么帮助，很方便就能找到我，我们会尽我所能的满足你。小区离地铁六号线黄渠站六七分钟距离，可以直达南锣鼓巷，北海，另外还有多趟公交车731,488,506,911等直达小区门口，方便不同方式的出行需求。小区东门往东六百米是大型综合购物商场：龙湖长楹天街，对面是华联购物中心，跟家人朋友去买买，去看看新上映的大片都是极好的。距离北京南苑机场33公里，约50分钟车程距离首都国际机场17.6公里，约19分钟车程距离北京站21公里，约40分钟车程距离北京西站30.9公里，约61分钟车程距离北京南站27.7公里，约40分钟车程",房间宜家装修风格，全部家具都是宜家品牌，符合现在年轻人的口味，床边阳台有个小沙发，没事的时候可以靠着喝杯咖啡听听音乐，舒适的宜家床垫一定会让您有个舒适的睡眠哦，客厅沙发也是宜家品牌的，如果朋友来留宿，拉开沙发就是一个双人床，实用又美观！电视是配有小米盒子的液晶电视，另外百兆宽带满足您的用网需求！厨房用品，浴室用品都给您配备好了，几个朋友一起聚餐露一手吧！客厅的阳台有一个写字台，我们给您配备了电脑，办公条件也满足您哦！,停车位浴缸允许吸烟允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱饮水设备暖气有线网络拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭允许聚会,Emma的小家,Woman,4.9分,暂无,暂无,暂无,暂无,暂无
北京市朝阳区百子湾石门东路沿海赛洛城110号楼,428,46,一个懂得生活的男人的家，我的家每个物品都是看着好看用着舒服，略带骚气又显内敛，哈哈其他房源【梦】http://bj.xiaozhu.com/fangzi/1780047235.html【禅】http://bj.xiaozhu.com/fangzi/1456611435.html【青花风】http://bj.xiaozhu.com/fangzi/2355965662.html开车：广渠路石门东路交叉公交唐家村或者水南庄南站地铁7号线百子湾站出来北京站坐地铁到大望路下车坐11路公交唐家村下车机场快线东直门转到建国门在大望路下车坐11路唐家村下车哦公交31路，439路，11路，541路，23路，地铁7号线，地铁1号线，打车方便,【卧室】豪华舒适的大双人床，超舒适高级床垫，皮质高档家具，纯棉高档床品（干净安全）【厨房】燃气，前牛排不粘锅，刀叉齐全，红酒杯，醒酒器，热水壶，洋酒杯子，时尚餐具【餐厅】烛台，花瓶，开瓶器，花艺【卫生间】24小时热水洗澡，大喷头超爽淋浴，高档洗发沐浴大瓶免费提供，还有高档浴巾和毛巾呦，洗衣机滚筒自动，吹风机，牙刷免费【客厅】联通无线WIFI，拖鞋，批肩，香氛，3人加1人沙发宽敞，高档电视英伦风格，超帅设计风格，各种拍照自拍美美哒,浴缸允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱停车位饮水设备暖气有线网络拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭允许吸烟允许聚会,iHOME民宿沿海店,Woman,4.7分,暂无,暂无,暂无,暂无,暂无
北京市朝阳区常营鑫兆佳园32号楼,320,22,"现代装修风格，配有百兆宽带，急速上网，厨房厨具齐全，液晶电视，舒服的宜家沙发，全套浴室洗漱用品，保证品质的前提下，让您有个舒服的休息环境交通情况：小区离地铁六号线黄渠站六七分钟距离，可以直达南锣鼓巷，北海，另外还有多趟公交车731,488,506,911等直达小区门口，方便不同方式的出行需求。小区东门往东六百米是大型综合购物商场：龙湖长楹天街，对面是华联购物中心，跟家人朋友去买买，去看看新上映的大片都是极好的。距离北京南苑机场33公里，约50分钟车程距离首都国际机场17.6公里，约19分钟车程距离北京站21公里，约40分钟车程距离北京西站30.9公里，约61分钟车程距离北京南站27.7公里，约40分钟车程","交通情况：小区离地铁六号线黄渠站六七分钟距离，可以直达南锣鼓巷，北海，另外还有多趟公交车731,488,506,911等直达小区门口，方便不同方式的出行需求。小区东门往东六百米是大型综合购物商场：龙湖长楹天街，对面是华联购物中心，跟家人朋友去买买，去看看新上映的大片都是极好的。距离北京南苑机场33公里，约50分钟车程距离首都国际机场17.6公里，约19分钟车程距离北京站21公里，约40分钟车程距离北京西站30.9公里，约61分钟车程距离北京南站27.7公里，约40分钟车程",适宜儿童适宜老人适宜残疾人浴缸,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱停车位饮水设备暖气有线网络拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭允许吸烟允许聚会允许带宠物,六号线的家,Woman,4.6分,暂无,暂无,暂无,暂无,暂无
北京市海淀区中关村南大街乙8号院,568,30,"怀里装着梦想，享受这个城市的慷慨，也承受着时浓时淡的乡愁。我尊重每一个装着梦想的心，无论它是在期盼旅行、学业有成还是一次充满诱惑的工作机会，天下家,皆为爱而聚。因爱成”家“！在这北京的家里也让你感觉到和自己家里一样的亲切！你将接触一个热情、爱分享和热爱音乐的大男生，让我们一起感受首都的古色古韵和悠久的历史文化！建筑设计内部空间宽敞，居住舒适。之前也是按照自住的豪华标准装修的，设施设备齐全，也是格外爱惜。对即将入住的您也有一点点要求:1、一定要爱惜房子，希望您是喜欢家里的风格才来入住，不要破坏家里的任何家具和设施，保持屋子的干净整洁。相信您也是一个热爱生活的人；2、入住之后请不要大声喧哗，不要影响左右邻居休息；3、临走时请将自己的垃圾带走、方便下个住户入住；紧邻地铁人民大学站4号线、东南出口，到小区100米北京公交车经过(停靠)人民大学的公交车线路有：209路、320路、320路区间、323路、332路、355路、365路、384路、601路、608路、614路、653路、683路、689路、697路、699路、717路、718路、85路、地铁4号线、特4路、特6路、运通105路、运通106路、运通205路。",房子是两室一厅现代精装修、室内设施齐全、户型的设计和装修风格给人一种很舒适的感觉。沙发、液晶电视、百兆光纤无限WIFI全覆盖、全自动洗衣机、空调、做饭设备等应有尽有、不管你是出差、旅游、学习、完全出门在外感觉回到自己的家里一样舒适、小区24小时保安、热水、淋浴。这里，不但是你商务出行，短期驻留的不二之选，更是您居家旅游、休闲度假的理想选择！还是你爱情升华友情升温的最佳殿堂哦！,电梯停车位饮水设备浴缸有线网络毛巾香皂允许聚会允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视门禁系统洗衣机冰箱暖气拖鞋手纸牙具浴液 洗发水允许做饭允许吸烟,一路在逋,Man,4.8分,暂无,暂无,暂无,暂无,暂无
北京市朝阳区望京园609号楼悠乐汇A区,488,36,"【Coco'shome】日式民居,地处望京核心区域,闹中取静,美丽夜景。房间内设施齐全,洗衣做饭,小酌观影。出行十分便利,距地铁仅需步行300米,距机场车程25分钟,乘地铁直达北京南火车站,多条公交车线,住处可自助租用电动汽车。24小时保安。房东Coco十分热情友好,随时愿意为房客提供各种问题的咨询和帮助。[Coco'shome]Japanesestyle,LocatedinthecenterofWangjing.Roomfacilities,candrink,washingandcooking,watchingmovies.Travelisveryconvenient,only300meterswalkfromthesubway,25minutesdrivefromtheairport,takethesubwaytoBeijingSouthRailwayStationdirectly,busline,alsocanbeselfrentelectriccars.Providing24hourssecurity.ThelandlordCocoisverywarmandfriendlyandisalwayswillingtoprovideadviceandassistancetoguestsonvariousissues.步行至地铁14号线阜通站仅需5分钟。","房源整体环境干净整洁舒适,日式装修风格,富有特色,别具一格。房源夜景十分漂亮,可直观望京核心建筑望京SOHO,出则繁华,入则宁静。房源周边均为高档商区住宅区,治安良好,房源提供24小时保安,住宿更为安心。房源楼下即是一条商街,多种餐饮美食咖啡休闲场所,移步即到,最著名的""望京小腰""老店就在这里。Housingoverallenvironmentclean,cleanandcomfortable,Japanesestyledecoration,uniquefeatures,unique.Nightsceneisverybeautiful,canbeintuitive,WangjingcorearchitectureWangjingSOHO,outofthebustling,intothequiet.Housesaresurroundedbyhigh-gradecommercialdistrictresidentialareas,goodpublicsecurity,housingprovides24hourssecurity,accommodationmorereassuring.Housesdownstairsisacommercialstreet,avarietyoffooddelicacycoffeeandleisureplaces,goto,themostfamous""Wangjingsmallwaist""shophere.",浴缸牙具允许吸烟允许聚会允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱停车位饮水设备暖气有线网络拖鞋手纸毛巾浴液 洗发水香皂允许做饭,COCO_LV,Woman,4.9分,暂无,暂无,暂无,暂无,暂无
北京市房山区拱辰街道,269,22,"房东本人从事创维电器事业,地道北京人,热情好客,为人直爽.自己出去旅行出差都喜欢住短租房,也希望把这种方便带给来旅游的朋友和大学城周边的老师和同学们.紧邻地铁房山线(理工大学站),距离北京西站40分钟.周边公交房34,896,环城1.大学城附近,享受所有配套设施.","房间为50平米单间公寓,全部为房东精心设计,温馨浪漫,特别合适体验生活的朋友来住.房间各种电器应俱全,可以做饭,让你小试身手!小区配套设施非常全面,24小时保安,免费停车!",浴缸有线网络允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱停车位饮水设备暖气拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭允许吸烟允许聚会,梅子0529,Woman,5分,暂无,暂无,暂无,暂无,暂无
北京市海淀区学院路（圣熙八号向北200百林业农业大学）,338,19,嗨~您好我是丹妮，请您在预览我的房源有意向预订时先和我沟通，您的问题我将一一解答，确保您对房源的交通位置周边环境内部设施都满意的情况下再预订。不接受聚餐入住人数请如实填写。距离当天日期10天后的房子4天起订，只预订1天的房子距离入住日期天内可定只预订2天的距离入住日期5天内可定，请先沟通再下订单沟通都没有问题清楚没有问题的时候再下订单，不然可能会因为不符合要求需要取消订单，请配合感谢[爱心]房间提供免费做饭(厨具碗筷调料)但是做完饭需要清理干净厨具碗筷，否则收取深度清洁费50元[爱心]希望您用几分钟来阅读以上所述，希望我的房子能给您和您的家人朋友提供家一样的温馨舒适，在入住房间期间能像爱惜自己家一样爱惜我的房子，保持房间干净用品无污渍，不然清洗不下需要赔付，如有其他问题请和我沟通，在入住过程中出现任何问题请告知我会及时处理，如住宿满意请您对房屋做出5分高评，再您认可了房屋价格和其他方面确定入住再下订单，希望善意的您不要再认可价格或者其他之后给出差评或者中评。不接受聚餐入住人数请如实填写房间提供免费做饭(厨具碗筷调料)但是做完饭需要清理干净厨具碗筷厨房恢复原样，不然会扣取100元深度保洁费，[爱心]房屋位于海淀区学院路距离最近地铁15号线六道口1.2公里，公交站学知园石板房林大北路东口只需300米，房屋300米内有圣熙八号购物中心，商场美廉美大超市影院Ktv和众多美食可选满足您的蓓蕾，距离房租最近的高校是林大和农大只需700米左右便可步行到达，其次是清华地质北语矿大均在2公里左右，楼下有随手可及的共享单车或者是坐几站公交到达，从公交站可直达鸟巢圆明园。[爱心]此房为整套开间一居室房屋装扮请看网站实拍图片，房屋内部提供双人床沙发茶几饭桌书桌电视独享无线，厨房有厨具炒锅煮锅电饭煲做饭刀具餐具油盐酱醋洗洁精，洗手间有24小时热水洗发水沐浴露洗手液洗衣液全自动洗衣机，在洗手间旁边有一间独立橱衣间行李可以放置橱衣间不占用房租使用面积。[爱心]一居室正常入住人数为2人您所看到的价格为2人价格，进入房间人数超过2人将多加20一人，如要过夜需加30一人，我将会为您免费提供床品。[爱心]房屋是智能密码锁安全放心，床上用品每客一换阿姨每客一扫入住时间超过15天将在中途免费清扫一次。位于农业大学北面，林业大学东面，圣熙八号购物中心旁边。200米内有学知园公交站、林业大学北路东口公交站，1公里内有六道口地铁站。楼下有随手可及的小黄车可以骑吆~~,墙壁干净明亮，全新家具。厨房有:燃气灶、油烟机、电磁炉、炒锅、汤锅、刀叉案板、油盐酱醋鸡精等调味料。卧室有电视、空调、电冰箱、微波炉、热水壶、书桌、藤椅、衣柜等。卫生间有洗衣机、吹风机、淋浴喷头、洗发水沐浴露等洗漱用品。,停车位浴缸牙具毛巾适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱饮水设备暖气有线网络拖鞋手纸浴液 洗发水香皂允许做饭允许吸烟允许聚会允许带宠物,a丹妮的家,Woman,4.8分,暂无,暂无,暂无,暂无,暂无
北京市海淀区学院路学清路,418,25,嗨~您好我是丹妮，请您在预览我的房源有意向预订时先和我沟通，您的问题我将一一解答，确保您对房源的交通位置周边环境内部设施都满意的情况下再预订。不接受聚餐入住人数请如实填写。距离当天日期10天后的房子4天起订，只预订1天的房子距离入住日期3天内可定只预订2天的距离入住日期5天内可定，请先沟通再下订单沟通都没有问题清楚没有问题的时候再下订单，不然可能会因为不符合要求需要取消订单，请配合感谢[爱心]房间提供免费做饭(厨具碗筷调料)但是做完饭需要清理干净厨具碗筷，否则收取深度清洁费50元[爱心]希望您用几分钟来阅读以上所述，希望我的房子能给您和您的家人朋友提供家一样的温馨舒适，在入住房间期间能像爱惜自己家一样爱惜我的房子，保持房间干净用品无污渍，不然清洗不下需要赔付，如有其他问题请和我沟通，在入住过程中出现任何问题请告知我会及时处理，如住宿满意请您对房屋做出5分高评，再您认可了房屋价格和其他方面确定入住再下订单，希望善意的您不要再认可价格或者其他之后给出差评或者中评。房间提供免费做饭但是做完饭需要清理干净厨具碗筷厨房恢复原样，不然会扣取50元深度保洁费[爱心]房屋位于海淀区学院路距离最近地铁15号线六道口1.2公里，公交站学知园石板房林大北路东口只需300米，房屋300米内有圣熙八号购物中心，商场美廉美大超市影院Ktv和众多美食可选满足您的蓓蕾，距离房租最近的高校是林大和农大只需700米左右便可步行到达，其次是清华地质北语矿大均在2公里左右，楼下有随手可及的共享单车或者是坐几站公交到达，从公交站可直达鸟巢圆明园。[爱心]此房为整套开间一居室房屋装扮请看网站实拍图片，房屋内部提供双人床沙发茶几饭桌书桌电视独享无线，厨房有厨具炒锅煮锅电饭煲做饭刀具餐具油盐酱醋洗洁精，洗手间有24小时热水洗发水沐浴露洗手液洗衣液全自动洗衣机，在洗手间旁边有一间独立橱衣间行李可以放置橱衣间不占用房租使用面积。[爱心]一居室正常入住人数为2人您所看到的价格为2人价格，进入房间人数超过2人将多加20一人，如要过夜需加30一人，我将会为您免费提供床品。[爱心]房屋是智能密码锁安全放心，床上用品每客一换阿姨每客一扫入住时间超过15天将在中途免费清扫一次。[爱心]希望您用几分钟来阅读以上所述，希望我的房子能给您和您的家人朋友提供家一样的温馨舒适，在入住房间期间能像爱惜自己家一样爱惜我的房子，保持房间干净用品无污渍，不然清洗不下需要赔付，如有其他问题请和我沟通，在入住过程中出现任何问题请告知我会及时处理，如住宿满意请您对房屋做出5分高评，再您认可了房屋价格和其他方面确定入住再下订单，希望善意的您不要再认可价格或者其他之后给出差评或者中评。楼下有3个公交站牌，林大北路东口公交站，石板房公交站，学知园公交站；距离15号线六道口步行900米，去哪都备儿方便~~旁边200米处有个超级棒的购物中心圣熙八号购物中心这里吃喝玩乐样样齐全帅哥美女也好多好多哦~楼下也有随手可及的小黄单车可以骑哦,独特地中海风格装饰，宽敞而采光好；配备实木双人床，精品床品，沙发，衣柜，书桌，餐桌等等家具；配备台灯，空调，电视机，网络电视盒，冰箱，洗衣机，吹风机等等家电。,停车位浴缸有线网络牙具毛巾允许聚会适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱饮水设备暖气拖鞋手纸浴液 洗发水香皂允许做饭允许吸烟允许带宠物,a丹妮的家,Woman,4.8分,暂无,暂无,暂无,暂无,暂无
北京市朝阳区石门东路,598,33,很喜欢青花这样的文化，从瓷器到壁纸，窗帘，都是青花风，平时喜欢画画，美食，也是一仗文艺，喜欢聚会，喜欢收藏，房间乱七八糟很多有趣的东西，希望认识有意思的人和故事~开车：广渠路石门东路交叉公交唐家村或者水南庄南站地铁7号线百子湾站出来北京站坐地铁到大望路下车坐11路公交唐家村下车机场快线东直门转到建国门在大望路下车坐11路唐家村下车哦公交31路，439路，11路，541路，23路，地铁7号线，地铁1号线，打车方便,【卧室】豪华舒适的大双人床，超舒适高级床垫，皮质高档家具，纯棉高档床品（干净亲肤）【厨房】燃气，前牛排不粘锅，刀叉齐全，红酒杯，醒酒器，热水壶，洋酒杯子，时尚餐具【餐厅】烛台，花瓶，开瓶器，花艺【卫生间】24小时热水洗澡，大喷头超爽淋浴，高档洗发沐浴大瓶免费提供，还有高档浴巾和毛巾呦，洗衣机滚筒自动，吹风机，牙刷免费【客厅】联通无线WIFI，拖鞋，批肩，香氛，3人加1人沙发宽敞，高档电视,停车位饮水设备浴缸允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱暖气有线网络拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭允许吸烟允许聚会,iHOME民宿沿海店,Woman,5分,暂无,暂无,暂无,暂无,暂无
北京市海淀区学清路,418,21,嗨~您好我是丹妮，请您在预览我的房源有意向预订时先和我沟通，您的问题我将一一解答，确保您对房源的交通位置周边环境内部设施都满意的情况下再预订。不接受聚餐入住人数请如实填写。距离当天日期10天后的房子4天起订，只预订1天的房子距离入住日期3天内可定只预订2天的距离入住日期5天内可定，请先沟通再下订单沟通都没有问题清楚没有问题的时候再下订单，不然可能会因为不符合要求需要取消订单，请配合感谢[爱心]房间提供免费做饭(厨具碗筷)但是做完饭需要清理干净厨具碗筷，否则收取深度清洁费50块不接受聚餐入住人数请如实填写，房间提供免费做饭但是做完饭需要清理干净厨具碗筷厨房恢复原样，不然会扣取50元深度保洁费[爱心]。房屋位于海淀区学院路距离最近地铁15号线六道口1.2公里，公交站学知园石板房林大北路东口只需300米，房屋300米内有圣熙八号购物中心，商场美廉美大超市影院Ktv和众多美食可选满足您的蓓蕾，距离房租最近的高校是林大和农大只需700米左右便可步行到达，其次是清华地质北语矿大均在2公里左右，楼下有随手可及的共享单车或者是坐几站公交到达，从公交站可直达鸟巢圆明园。[爱心]此房为整套开间一居室房屋装扮请看网站实拍图片，房屋内部提供双人床沙发茶几饭桌书桌电视独享无线，厨房有厨具炒锅煮锅电饭煲做饭刀具餐具洗洁精，洗手间有24小时热水洗发水沐浴露洗手液洗衣液全自动洗衣机，在洗手间旁边有一间独立橱衣间行李可以放置橱衣间不占用房租使用面积。[爱心]一居室正常入住人数为2人您所看到的价格为2人价格，进入房间人数超过2人将多加20一人，如要过夜需加30一人，我将会为您免费提供床品。[爱心]房屋是智能密码锁安全放心，床上用品每客一换阿姨每客一扫入住时间超过15天将在中途免费清扫一次。[爱心]希望您用几分钟来阅读以上所述，希望我的房子能给您和您的家人朋友提供家一样的温馨舒适，在入住房间期间能像爱惜自己家一样爱惜我的房子，保持房间干净用品无污渍，不然清洗不下需要赔付，如有其他问题请和我沟通，在入住过程中出现任何问题请告知我会及时处理，如住宿满意请您对房屋做出5分高评，再您认可了房屋价格和其他方面确定入住再下订单，希望善意的您不要再认可价格或者其他之后给出差评或者中评。300米到达3个公交站牌内，楼下随手可及的共享单车骑行不到5分钟到达距离1公里的15号线六道口，公交直达鸟巢清北北医三院等,个性鹿系森林风，宽敞而采光好；配备实木双人床，精品床品，沙发，衣柜，书桌，餐桌等等家具；配备台灯，空调，电视机，网络电视盒，冰箱，洗衣机，吹风机等等家电。,停车位浴缸有线网络牙具毛巾允许聚会适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱饮水设备暖气拖鞋手纸浴液 洗发水香皂允许做饭允许吸烟允许带宠物,a丹妮的家,Woman,4.9分,暂无,暂无,暂无,暂无,暂无
