地点,价格,照片,各性描述,屋内情况,不适宜,适宜,房东姓名,房东性别,综合分数,整洁卫生,描述相符,交通位置,安全程度,性价比
北京市丰台区马家堡西路36号东亚三环小区,388,20,不想当飞行员的调酒师，不是一个好的民宿主人。游走于线上OTA平台，厌倦了各项KPI考核，裸辞自己当民宿主人。顺便学着做奶爸。爱好广泛，音乐/篮球/台球/鸡尾酒/咖啡/茶艺，有机会可以切磋切磋，哈哈房子位于高层，视野开阔，楼宇内安装有电梯，楼道干净整洁，小区绿化也很好，24小时保安巡逻，行人出入需要使用门禁卡，让你住的安心舒适。大开间，但是功能区划分明确。卧室，厨房，24小时淋浴的卫生间。房间整体风格偏欧式，主体色调浅色，搭配些许深色点缀，简约中透露一丢丢大气，明亮中带一点点清新。房间所有摆设，点缀饰品，挂画等等都是我亲自动手的成果，希望您能感受到我的用心房子位于马家堡西路，高端公寓式小区，临近地铁4号线，公益西桥地铁C口，十米距离就到小区门口，一站换成十号线，三站到达北京南站，打车二十分钟到达南苑机场，公交646路，511路，377路，556路，990路等十几条公交车线路，交通巨便利。,天空令人向往有那么一个地方可以作为天空之镜。房间整体风格灵感来自于玻利维亚的天空之境，整体颜色搭配采用了灰白，营造出盐沼的feeling。,饮水设备浴缸允许吸烟允许聚会允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱停车位暖气有线网络拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭,游弋晓居,Woman,暂无,暂无,暂无,暂无,暂无,暂无
北京市通州区永顺镇  世界侨商中心,268,9,通州北关世界侨商中心，大开间，精装修，公寓长租，干净温馨，拎包入住，小区绿化较好，丛丛绿茵给您视觉的享受。在这里让您体会温暖的家，欢迎您的到来。地铁路线：6号线北关站，八通线北苑站。机场路线：机场大巴北关站；公交路线：覆盖通州区内的公交路线有通2路通4路通7路通14路，覆盖北京范围内公交路线有316、342、587、648、916、924、991、等五条高速公路：京哈京津京沈京通京沪.5条主干道：朝阳路朝阳北路新华大街两广路延长线（规划）运河大街。,"房屋配备有落地窗，大屏幕液晶电视，复古茶几，舒适的沙发，精美小餐桌，电吹风机，热水壶，电磁炉，冷热中央空调，独立的卫浴，房间为您准备一次性拖鞋、一次性牙刷、香皂、梳子，刷牙杯，还备有毛巾，浴巾，一次性沐浴露，一次洗发水等免费的百兆的wifi,热水淋浴，智能密码锁还有24小时安保系统，24小时巡逻，安全便捷如果你是一个人在北京，这里也可以成为您，亲切而舒心的家。",空调洗衣机冰箱停车位饮水设备浴缸有线网络香皂允许做饭允许吸烟允许聚会允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络电视电梯门禁系统暖气拖鞋手纸牙具毛巾浴液 洗发水,闯,Man,5分,暂无,暂无,暂无,暂无,暂无
北京市通州区永顺镇 世界侨商中心,278,9,在这里您能感受到家的温馨！！位于地铁六号线旁，楼下通7，587路公交，十分方便,"通州北关世界侨商中心，大开间，精装修，公寓长租，干净温馨，拎包入住，小区绿化较好，丛丛绿茵给您视觉的享受。房屋配备有落地窗，大屏幕液晶电视，茶几，沙发，小餐桌，电吹风机，热水壶，电磁炉，中央空调，独立的卫浴，.一次性拖鞋、一次性牙刷、香皂、梳子，刷牙杯.毛巾，浴巾，精心准备了一次性沐浴露，一次性洗发水免费的wifi,热水淋浴，密码锁，24小时安保系统，安全便捷。在这里让您体会温暖的家，欢迎您的到来。",洗衣机冰箱饮水设备浴缸有线网络香皂允许做饭允许吸烟允许聚会允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统停车位暖气拖鞋手纸牙具毛巾浴液 洗发水,闯,Man,4.7分,暂无,暂无,暂无,暂无,暂无
北京市顺义区裕丰路16号(新国展西北角)会展誉景,430,27,"我是90后水瓶座，喜欢新鲜事物、爱分享、喜欢阅读、旅游并且无论走到哪里都想感受到如家一样的温馨。城市生活久了有时候很想逃离拥堵与喧嚣，而恰恰在这里找到了闹中取静、交通便捷、别墅区环绕的港湾；也许我不能游览全世界，但是我希望全世界的朋友能来我这里做客，咱们一起望着蔚蓝的天空、感受徐徐的微风、靠在整齐的长廊……感受国际生活区、体验世界生态圈；1、距离北京国际展览中心步行10分钟2、距空港融慧园、空港工业B区等产业园步行10分钟3、距地铁15号线国展站1500米4、距首都国际机场10公里,打车约22分钟30元5、距望京、丽都、燕莎城市核心区约20分钟车程。",#小区内设有地下车库且免费停车，可直达入住房间，可有效避免任何天气给身心带来的负面影响；+现代简约黄黑白交互融合，城市的喧嚣倒映在墙壁，配上舒适的家居沙发与床垫，徘徊于每个房间地板上，宛如回到远在故里的家一样，美美的睡上一觉那该多舒服、多温馨，带给你罗曼蒂克种种情怀。-客厅配有家居沙发、风格协调的茶几和电视柜、液晶电视、空调、24小时免费WIFI；×卧室洁白而温馨，躺在软软的床垫上会有依依不舍的感觉，配有成套搭配的大床、床柜、床头灯;÷厨房提供配套的餐具及调料，自己愿意动手可以做出一餐干净、美味、温馨的美食，如家一样贴心；@房间配以简约家具，结合现代装修风格，整个房间布局合理，视野开阔。闲暇之余，邀几个好友，或PK厨艺、或饮茶小酌、或相视而坐、彻夜畅谈。也可移步至小区内，闻花香、听鸟声、感清新、赏夜景。。。静静的享受美好温馨静谧时光。,饮水设备浴缸允许吸烟允许聚会允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱停车位暖气有线网络拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭,向日葵SUN,Woman,5分,暂无,暂无,暂无,暂无,暂无
北京市朝阳区沿海赛洛城,430,30,房东是一个细心讲究品质、对生活热爱、追求完美的暖男离百子湾地铁站不足5分钟即到，交通便利。位于沿海赛洛城406号楼,北京著名的网红社区，住着很多时髦人儿，距离7号线百子湾地铁步行600米，小区配套设施完善，每个单元都有保安，居住安全，有电梯，密码锁出入很方便～这套loft是沿海赛洛城最大的可以住四五个人的超大复式有两张大床轻奢主义的装修风格，让客人能感受一种高贵冷艳地典雅大气highquality，适合朋友聚会，商旅云集，房东特地给世界杯之年准备了足球桌台球桌冰球乒乓球四合一，炎炎夏日爽一夏！房主精心挑选的高密度面料床品保证一客一换提供全套厨具及精美餐具，免费的调料和大米，快来大展厨艺别忘了晒图哦～高档厚实的毛巾浴巾，大功率吹风机，沐浴用品，一次性洗漱用品，卸妆棉，拖鞋，洗衣液，消毒液，房主能想到的都准备了，欢迎补充。除此之外，空调，微波炉，冰箱，全自动洗衣机，百兆Wi-Fi，小米盒子vip，24小时热水，也应有尽有哦作为一个成熟的社区，周边配套设施一定要便捷～小区附近有合生汇，奥特莱斯，朝阳大悦城等大型购物中心～小区内24小时便利店，银行，餐饮咖啡馆比比皆是，值得一提的是，周边好吃的品类齐全，川菜，烧烤，日料，西餐，东北菜太多了等你去发现，别放过路边摊～北京的地铁线路如同蜘蛛网般交叉，地铁没有堵车的烦恼，离地铁站近就是王道～赛洛城小区到地铁口步行距离600米～地铁直达欢乐谷，天坛，前门大街，北京西站到天安门等景区8公里之内～,门禁系统停车位浴缸有线网络允许吸烟允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯洗衣机冰箱饮水设备暖气拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭允许聚会,Bob之家,Man,5分,暂无,暂无,暂无,暂无,暂无
北京市朝阳区沿海赛洛城406号楼,390,30,我的个性潇洒豪迈直爽，喜欢广结好友，给您一个家的感觉位于广渠路北侧30米，距国贸7号线地铁百子湾站A口不足5分钟，十分便利,这个粉红豹少女心主题的loft是房东精心设计布置，为您打造一个梦幻般的小屋，配备舒适的大床和床垫，相信您一定会舒舒服服的睡个好觉！除此之外还有空调、衣柜、液晶电视、免费百兆wifi、以及独立的卫生间（24小时热水是妥妥的）！北京著名的网红社区，住着很多时髦人儿，距离7号线百子湾地铁步行不到700米，小区配套设施完善，每个单元都有保安，居住安全，有电梯，密码锁出入很方便～这套loft是沿海赛洛城highquality，适合朋友聚会，少女们轰par。房东特地给世界杯之年准备了足球桌，炎炎夏日爽一夏。北京著名的网红社区，住着很多时髦人儿，距离7号线百子湾地铁步行700米，小区配套设施完善，每个单元都有保安，居住安全，有电梯，密码锁出入很方便～房主精心挑选的高密度面料床品保证一客一换提供全套厨具及精美餐具，免费的调料和大米，快来大展厨艺别忘了晒图哦～高档厚实的毛巾浴巾，大功率吹风机，洗浴用品，一次性洗漱用品，卸妆棉，拖鞋，洗衣液，消毒液，房主能想到的都准备了，欢迎补充。除此之外，空调，微波炉，冰箱，全自动洗衣机，百兆Wi-Fi，24小时热水，也应有尽有哦作为一个成熟的社区，周边配套设施一定要便捷～小区附近有合生汇，奥特莱斯，朝阳大悦城等大型购物中心～小区内24小时便利店，银行，餐饮咖啡馆比比皆是，值得一提的是，周边好吃的品类齐全，川菜，烧烤，日料，西餐，东北菜太多了等你去发现，别放过路边摊～北京的地铁线路如同蜘蛛网般交叉，地铁没有堵车的烦恼，离地铁站近就是王道～赛洛城小区到地铁口步行距离600米～地铁直达欢乐谷，天坛，前门大街，北京西站到天安门等景区8公里之内～,门禁系统停车位浴缸有线网络允许吸烟允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯洗衣机冰箱饮水设备暖气拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭允许聚会,Bob之家,Man,4.9分,5分,4.8分,4.9分,4.9分,4.8分
hsftDong,89Suno,綦bs,小柯哟,Victoria特立独行,春暖花开的冬天,6y柠檬不酸,6qyyp6,婷婷_妞儿,冰雪柠檬,12id2d,Lynn__冫疑,薇薇酱kiko,sunny,Terry218,情羁,DPy125,MissQ123
入住时间：2019年05月房主人超好，房子也好看，附近交通也方便，楼下就是一个超市房东回复:住客人超好非常理解配合我们的工作希望您再来,入住时间：2019年01月房主人超级好告诉的也很仔细有问题询问也很快答复房间3个人刚好住房东回复:住客人超好特别理解配合我们的工作非常感谢,入住时间：2019年01月孩子很喜欢，每次回来都要和我玩一下房东提供的足球游戏。唯一觉得就是有点小贵，比酒店贵一点，不过孩子喜欢还可以接受房东回复:非常感谢您的点评我们会再接再厉欢迎您再来,入住时间：2019年01月房东特别细心，很耐心的给我们说房间位置，电器的使用。房间很温馨，喜欢摇摇椅！下次还定你们家～房东回复:住客人超级好特别配合理解我们的工作非常感激,入住时间：2018年12月很舒服的房子，厚厚的棉被很暖和，房东很有品质，床被全是棉质品、很喜欢～房间布置温馨，超级赞～还会再回来住房东回复:住客人超级好非常理解配合我们的工作希望她常来,入住时间：2018年11月房东绝对是个暖男，非常贴心，人很好，大家多来试试这家，绝对信的过，住的舒服房东回复:住客人超级好特别棒非常欢迎他之后随时来玩,入住时间：2018年11月非常好，房东也很好房东回复:住客人超级好特别理解配合我们的工作欢迎您下次再来玩,入住时间：2018年10月全好评，房主人非常好，很有耐心，跟女朋友一起想做顿饭吃，房主很有耐心的给准备好餐具，借用了冰箱里的高脚杯，喝的红酒，微醺，哈哈。房间很温馨，女朋友很喜欢粉红豹，有机会还会住这里。房东回复:住客人很好非常理解配合我们的工作希望下次再来玩,入住时间：2018年10月屋子超棒的，装修和装饰都好喜欢，粉红色的，好温馨，最喜欢那个吊篮了，晚上一直在里面坐着，不想出来，还有游戏可以玩，小哥哥人特别好，屋里木有手纸了，马上联系阿姨送过来，我们自己买了一卷还给我报销了，虽然不差那几块钱，但是人真的很实在，小哥哥也是个北京人，交流起来特别舒服，以后肯定还会订的，价格也不贵，屋里很干净房东回复:住客超级超级赞超级超级可爱特别配合理解我们的工作希望亲下次再来玩,入住时间：2018年10月出门旅游一定上小猪短租，又靠谱，又干净，还很方便，北京的民宿特别的好，房东非常认真，提前告诉了地址，这个地址特别方便，离地铁，公交站牌很近，而且非常干净，住宿条件特别的好，价格又不高，比宾馆好住多啦，周围买东西又方便，车又好停，住在这里非常安静，特别温馨的房子，里面东西很全，房间也大，一家三口特别好住，房东还配了桌游，我们每天三个人玩的特别开心。房东回复:非常感激亲爱的点评谢谢您的支持和肯定我们一定会再接再厉感谢您配合理解我们的工作也欢迎您随时来玩润而不潮的大三居一览无余湛蓝大海和超美的落日>,入住时间：2019年05月真的是非常不错的房子，房东沟通很流畅，附近有好多玩的地方，很开心，下次一定还会再来房东回复:住客人超好非常理解配合我们的工作欢迎您下次再来玩国贸欢乐谷7号线蓝色独角兽百子湾超大loft>,入住时间：2019年05月很不错的房间，房东也很认真，如果厨房油烟机更好一些就更好了房东回复:住客人很好非常理解配合我们的工作国贸7号线百子湾欢乐谷超大复式黑色贵族之家>,入住时间：2019年04月非常棒的一次体验～老板人很好环境也很好房东回复:非常感谢您的点评我们会继续努力国贸欢乐谷7号线蓝色独角兽百子湾超大loft>,入住时间：2019年03月满意，还住下次房东回复:住客人很好非常理解配合我们的工作国贸欢乐谷7号线英伦countrysid风情>,入住时间：2019年02月很好，住着挺舒服，下次再来！房东回复:住客人超级好非常理解配合我们的工作非常感谢欢迎您随时来玩国贸欢乐谷7号线英伦countrysid风情>,入住时间：2019年02月挺不错的居住体验楼下就是便利店很方便距离地铁站也不远希望还可以有下一次的居住经历房东回复:住客人非常不错理解配合我们的工作非常感谢国贸欢乐谷7号线蓝色独角兽百子湾超大loft>,入住时间：2019年02月房东很好！国贸欢乐谷7号线英伦countrysid风情>,入住时间：2019年02月房间和图片是一样的，布置的挺舒服的，虽然中间，下次还要来有点小波折……，但是房东都很耐心、细心的给解决了……因为过年期间没有见到房东，但是可以感觉到房东是一个十分认真的帅哥，做饭的厨具很全，温暖如家般，下次有机会还会来！房东回复:住客人特别好非常理解体贴人欢迎您再来玩国贸7号线百子湾欢乐谷超大复式黑色贵族之家>
北京市怀柔区九渡河镇吉寺村,1980,82,体验乡居生活，农耕文化，绿色有机食材，在恬静舒适的院落中聚会，创作，烘培，下厨，懒睡，满足你对诗一般生活的向往。。筑梦田农耕小院，以自然农法，自然生活为主题，让您在四年环山的村庄中，感受自然，以食物的味道，品尝到天然，小院早餐供应选用的都是自种的食材，您的每一次入住，都在帮助当地的农民，为他们的粮食找到走出大山的出口。五月份刚好樱桃成熟的季节，周六入住，周日可以体验樱桃采摘～活动持续到六月中旬。位于怀柔区九渡河镇，如果公交出行在怀柔城区于家园汽车总站坐怀柔～吉寺的直达车，车程35分钟，下车后有指示牌抵达筑梦田民宿小院，或者自驾出行，走京承高速宽沟出口，沿怀长路直行，导航吉寺村村委会，进村后有路标指示牌。,北方特色装修风格，院落保留的红砖灰瓦的景色，房间内部装修现代化风格，家电齐全，厨房，卫浴，电器均为一线品牌，满足客人对外部自然，内部舒适的体验。,适宜儿童适宜老人电梯门禁系统浴缸有线网络允许带宠物适宜残疾人,热水淋浴无线网络空调电视洗衣机冰箱停车位饮水设备暖气拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭允许吸烟允许聚会,筑梦田,Woman,4.9分,暂无,暂无,暂无,暂无,暂无
北京市顺义区南法信东亚首航国际,278,20,嗨~您好我是丹妮，请您预订前先和我沟通，您的问题我将一一解答，确保您对房源的交通位置周边环境内部设施都满意的情况下再预订。不接受聚餐，入住人数请如实填写。房间提供免费做饭但是做完饭需要清理干净厨具碗筷厨房恢复原样，不然会扣取50元深度保洁费[爱心]房屋位于顺义区东亚首航国际，距离最近地铁15号线南法信1.1公里，距离机场T2航站楼9公里多打车很方便，楼下有随手可及的共享单车，也方便公交出行，房间地铁直达国展望京奥林匹克公园此房为整套开间一居室房屋装扮请看网站实拍图片，房屋内部提供双人床沙发茶几饭桌书桌电视独享无线，厨房有厨具炒锅煮锅电饭煲做饭刀具餐具油盐酱醋洗洁精，洗手间有24小时热水洗发水沐浴露洗手液洗衣液全自动洗衣机。床上用品每客一换阿姨每客一扫入住时间超过15天将在中途免费清扫一次。[爱心]希望您用几分钟来阅读以上所述，希望我的房子能给您和您的家人朋友提供家一样的温馨舒适，在入住房间期间能像爱惜自己家一样爱惜我的房子，保持房间干净用品无污渍，不然清洗不下需要赔付，如有其他问题请和我沟通，在入住过程中出现任何问题请告知我会及时处理，如住宿满意请您对房屋做出5分高评，再您认可了房屋价格和其他方面确定入住再下订单，希望善意的您不要再认可价格或者其他之后给出差评或者中评。打车到首都机场20分钟，地铁直达国展望京,欧式风装扮沙发床铺一应俱全厨房厨具碗筷基本调料满足您的手艺,门禁系统停车位浴缸有线网络允许聚会允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯洗衣机冰箱饮水设备暖气拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭允许吸烟,a丹妮的家,Woman,4.8分,4.8分,4.8分,4.8分,4.8分,4.8分
天雪潇,m2tn,us石头,LUEy72,Marblekg,研究皮卡丘,独舞苍穹,郑炜杰,刘雯赫,OK安然OK,ArchitectD,12牛爷
入住时间：2018年11月入住体验很好，干净房东回复:感谢您的支持，欢迎再来吆,入住时间：2019年02月交通便利五星好评房东回复:感谢您的认可，欢迎有机会再合作哈,入住时间：2018年10月比较新的公寓小区，挺不错的房东回复:感谢您的支持与认可，欢迎再次光临哈五道口步行数所高校直达鸟巢圆明园现代风一居>,入住时间：2019年05月确实不错，卫生也整洁，性价比比较高，很宽敞。房东回复:欢迎再来哈五道口步行数所高校直达鸟巢圆明园现代风一居>,入住时间：2019年05月整个体验很不错，房东人很好，解答问题也很快。做饭什么都没有问题，周围有超市，都很方便！房东回复:欢迎再来哈六道口步行数所高校旁鸟巢圆明园舒适一居>,入住时间：2019年05月房子基本和图片相同，很舒服的一居室，离清北都不远，附近就有商场，生活非常便利~一个人住了一周，感觉也非常安全~下次还有机会来北京的话还会考虑定这家的~特价机场20分钟/地铁直达国展望京欧式公寓②>,入住时间：2019年05月很不错，安静，温馨，交通也算便利，房东美女也很有耐心，一一解答问题，很不错的一次体验房东回复:很好，欢迎再来邮轮中心东渡路靠山靠海优美典雅三居室>,入住时间：2019年05月环境很好，房间床铺也大里面设备也是很齐全的，值得推荐五道口步行数所高校直达鸟巢圆明园欧式一居室>,入住时间：2019年04月特价的时候定的，离第二天上班的地方超近，房屋很舒适，条件很好，衣柜里面有很多被子，是一次不错的体验，下次还会再来六道口步行清华矿大北语地质农大林大二居室>,入住时间：2019年04月挺宽敞的。六道口步行清华矿大北语地质农大林大二居室>,入住时间：2019年04月挺温馨的小屋。如果有毛巾和卷纸就更好了。卫生间地漏下水慢，床垫上没有褥子，弹簧硬。五道口步行数所高校直达鸟巢圆明园欧式一居室>,入住时间：2019年04月洗浴的喷头不好联系换个，洗澡时皮肤有划伤房东回复:好咧没问题这就更换五道口步行数所高校直达鸟巢圆明园欧式一居室>
北京市通州区永顺镇  世界侨商中心  6-2,278,8,在这里有豪华的大床，大屏幕的液晶电视，百兆wife，木质的茶几，复古的沙发，24小时热水妥妥的、独立的卫生间，很期待您哦！房间还为您准备了一次性牙刷牙膏，一次性梳子，一次性沐浴露，一次性洗发露，还有毛巾，浴巾。如果您是一个人在北京，这里也可以成为您在这里亲切而舒适的家，24小时安保系统，安全便捷。通州北关地铁站587路,"舒适的大床，大屏幕液晶电视，免费的wifi,24小时热水淋浴，独立卫生间，中央空调",洗衣机冰箱饮水设备浴缸暖气有线网络香皂允许做饭允许吸烟允许聚会允许带宠物适宜儿童适宜老人适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统停车位拖鞋手纸牙具毛巾浴液 洗发水,闯,Man,暂无,暂无,暂无,暂无,暂无,暂无
北京市石景山区鲁谷路136号紫御长安,599,39,生活不止眼前的苟且，还有诗与远方。我们分享的房源，可能就是您在远方的“停泊港口”。我们也希望和对生活品质同样有要求的您，分享我们精心设计并不断完善的美丽“港口”，欢迎您来停泊。所在房屋距离一号线八角游乐园站距离455米，早班5点，行至五棵松站8分钟，行至复兴门14分钟，行至天安门西19分钟。房屋距离“衙门口”车站228米途经308、325、112路，距离“衙门口西”车站259米途经327、385、965、专86，距离“京原路口南”车站265米途经327，距离“鲁谷桥东”车站325米途经958等等。房屋距离五环出入口575米，距离莲石路出入口800余米，方便开车前往，如遇限号，可将车辆停至五环外，步行回小区。以上距离均摘自百度地图显示，以上地铁时刻等信息摘自百度百科“北京一号线地铁”。,房屋风格：房屋采取时尚科技style，简单黑白灰，加以少量亮色点缀。房屋分为上下两层，LOFT形式，大落地窗，简洁干净，采光好，视野佳。房屋格局：一层有有淋浴功能卫生间、封闭式厨房（洗衣机、灶台烟机、微波炉、电水壶等电器）、餐厅、客厅（含4米乘1.3米飘窗榻榻米一个），二层含一个主卧内置1.8米宽床人床、一个次卧内置2.5米乘2米的榻榻米、一个书房（配龙猫地垫）、一个卫生间、一个储物间。房屋景色：白天可以远眺西山山脉，感受生活的惬意，晚上可以俯瞰长安街的车流及八角游乐园灯光秀和精美摩天轮，感受城市繁华和生命力。屋内设备：屋内配有智能电视，出口质量家具、床垫及床上用品，名品软装饰品，让您轻松享受精致品质生活。特别提示：为配合平台倡导实名登记入住，请预定客人清楚选择入住人数。默认两名客人提供使用一间卧室，超出两名入住人需加收加人费用。如有疑问请勿闪顶，与我们留言或电话垂询。,适宜儿童适宜老人饮水设备浴缸允许吸烟允许聚会适宜残疾人,热水淋浴无线网络空调电视电梯门禁系统洗衣机冰箱停车位暖气有线网络拖鞋手纸牙具毛巾浴液 洗发水香皂允许做饭允许带宠物,Star短租,Woman,5分,暂无,暂无,暂无,暂无,暂无
